,Country_of_Origin,Region,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,CleanCup,Sweetness,CupperPoints,TotalCupPoints
1102,Colombia,SouthA,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25
1103,Taiwan,Asia,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,80.25
1104,Guatemala,CentralA,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,80.25
1105,Mexico,CentralA,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,80.25
1106,Vietnam,Asia,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,80.17
1107,Nicaragua,CentralA,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,80.17
1108,Honduras,CentralA,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,80.17
1109,Guatemala,CentralA,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,80.17
1110,Mexico,CentralA,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,80.17
1111,Mexico,CentralA,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,80.17
1112,Mexico,CentralA,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,80.17
1113,Guatemala,CentralA,7.33,7.33,7,7.33,7,7,10,10,10,7.17,80.17
1114,United States (Hawaii),Pacific,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17
1115,Brazil,SouthA,7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,80.08
1116,Taiwan,Asia,7.42,7.25,7.25,7.17,7,7,10,10,10,7,80.08
1117,Nicaragua,CentralA,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,80.08
1118,Taiwan,Asia,7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,80.08
1119,Taiwan,Asia,7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,80.08
1120,Taiwan,Asia,7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,80.08
1121,Mexico,CentralA,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,80.08
1122,Mexico,CentralA,7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,80.08
1123,Nicaragua,CentralA,7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,80
1124,Myanmar,Asia,7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,80
1125,Mexico,CentralA,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,80
1126,Taiwan,Asia,7.25,7.25,7.25,7,7.25,7,10,10,10,7,80
1127,Thailand,Asia,7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,80
1128,Mexico,CentralA,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,80
1129,Mexico,CentralA,7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,80
1130,Ethiopia,Africa,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,80
1131,Colombia,SouthA,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,79.92
1132,United States (Hawaii),Pacific,7.5,7,7,6.92,7.33,7.17,10,10,10,7,79.92
1133,Mexico,CentralA,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,79.92
1134,Mexico,CentralA,7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,79.92
1135,Mexico,CentralA,7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75,79.92
1136,Mexico,CentralA,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,79.92
1137,Mexico,CentralA,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,79.92
1138,Mexico,CentralA,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,79.92
1139,United States (Hawaii),Pacific,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10,7.58,79.92
1140,Kenya,Africa,7,7.08,7,7.17,7.25,7.25,10,10,10,7.08,79.83
1141,Guatemala,CentralA,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,79.83
1142,Nicaragua,CentralA,6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,7.17,79.83
1143,Mexico,CentralA,7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,79.83
1144,United States (Hawaii),Pacific,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,79.83
1145,Guatemala,CentralA,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75
1146,Taiwan,Asia,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75
1147,Taiwan,Asia,7.08,7.08,7.25,7,7.17,7.17,10,10,10,7,79.75
1148,Thailand,Asia,7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,79.75
1149,Peru,SouthA,7,7.08,7,7.25,7.5,7.42,9.33,10,10,7.17,79.75
1150,Costa Rica,CentralA,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,79.75
1151,Mexico,CentralA,7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,79.75
1152,Mexico,CentralA,7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,79.75
1153,Mexico,CentralA,7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,79.75
1154,Mexico,CentralA,7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92,79.75
1155,Mexico,CentralA,7.33,7.25,7,7.08,7.08,7,10,10,10,7,79.75
1156,Guatemala,CentralA,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,79.75
1157,Mexico,CentralA,7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,7.33,79.75
1158,Guatemala,CentralA,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67
1159,El Salvador,CentralA,7.25,7.08,7,6.83,7.33,7.17,10,10,10,7,79.67
1160,Thailand,Asia,6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08,79.67
1161,Guatemala,CentralA,7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,79.67
1162,Mexico,CentralA,7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,79.67
1163,Mexico,CentralA,7.33,7.17,7,6.75,7.08,7,10,10,10,7.33,79.67
1164,Mexico,CentralA,6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,7.08,79.67
1165,Thailand,Asia,7.17,7.17,7,7,7.25,6.92,10,10,10,7.17,79.67
1166,Mexico,CentralA,7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92,79.58
1167,Mexico,CentralA,7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,79.58
1168,Colombia,SouthA,7.25,7.17,7,6.75,7.17,7.33,10,10,10,6.92,79.58
1169,Guatemala,CentralA,7.08,7,6.83,7.33,7.25,7,10,10,10,7.08,79.58
1170,Nicaragua,CentralA,6.92,6.92,7,7.42,7.25,7,10,10,10,7,79.5
1171,Taiwan,Asia,6.92,7,7.17,7,7.42,7,10,10,10,7,79.5
1172,Colombia,SouthA,7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,7.5,79.5
1173,Mexico,CentralA,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7,79.5
1174,Mexico,CentralA,7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7,79.5
1175,Guatemala,CentralA,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42
1176,Guatemala,CentralA,7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,79.42
1177,Mexico,CentralA,7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,79.42
1178,Cote divoire,Africa,7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,79.33
1179,Colombia,SouthA,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,79.33
1180,Mexico,CentralA,7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,79.33
1181,Mexico,CentralA,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,79.33
1182,Guatemala,CentralA,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,79.33
1183,Taiwan,Asia,7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75,79.25
1184,Mexico,CentralA,7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,79.25
1185,Guatemala,CentralA,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79.17
1186,Honduras,CentralA,7.58,7,6.75,6.92,7,6.92,10,10,10,7,79.17
1187,Guatemala,CentralA,7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,79.17
1188,Guatemala,CentralA,7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,79.17
1189,Costa Rica,CentralA,7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33,79.17
1190,Mexico,CentralA,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,7.17,79.17
1191,Mexico,CentralA,7.17,6.92,6.92,7.08,7.17,7,10,10,10,6.92,79.17
1192,Mexico,CentralA,6.75,6.75,6.83,7.25,7.58,7.08,10,10,10,6.92,79.17
1193,Guatemala,CentralA,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79.08
1194,United States (Puerto Rico),CentralA,7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92,79.08
1195,Mexico,CentralA,7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83,79.08
1196,Mexico,CentralA,7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92,79.08
1197,Mexico,CentralA,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25,79.08
1199,Guatemala,CentralA,7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58,79
1200,Honduras,CentralA,7,7,7,7,7,7,10,10,10,7,79
1201,Peru,SouthA,7.67,7.17,7.08,7.25,8,7.5,8.67,9.33,9.33,7,79
1202,Mexico,CentralA,6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,7,79
1203,Mexico,CentralA,7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,79
1204,Mexico,CentralA,7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,79
1205,Mexico,CentralA,7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7,78.92
1206,Mexico,CentralA,7.5,7,6.92,7.08,6.92,6.75,10,10,10,6.75,78.92
1207,Nicaragua,CentralA,7.17,7,6.92,7,7,7,10,10,10,6.75,78.83
1208,United States (Hawaii),Pacific,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,78.75
1209,Guatemala,CentralA,7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,78.75
1210,Mexico,CentralA,7.25,6.83,6.83,7,7.17,7,10,10,10,6.67,78.75
1211,Mexico,CentralA,7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7,78.75
1212,Mexico,CentralA,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,7,78.75
1213,China,Asia,7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,7.08,78.67
1214,Mexico,CentralA,6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83,78.67
1215,Nicaragua,CentralA,7.08,7,6.75,6.83,7.08,6.92,10,10,10,6.92,78.58
1216,Nicaragua,CentralA,6.83,7.08,6.92,6.75,7.25,7.08,10,10,10,6.67,78.58
1217,Guatemala,CentralA,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,78.58
1218,Taiwan,Asia,6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67,78.58
1219,Mexico,CentralA,7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,78.58
1220,Mexico,CentralA,7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,7.5,78.58
1221,United States (Hawaii),Pacific,7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10,7.25,78.58
1222,Mexico,CentralA,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,78.5
1223,Mexico,CentralA,7.08,6.83,6.83,7,7,6.92,10,10,10,6.83,78.5
1224,Mexico,CentralA,7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,6.92,78.5
1225,Brazil,SouthA,6.83,7,6.92,7.08,6.92,6.83,10,10,10,6.83,78.42
1226,Mexico,CentralA,7.58,7.17,7,7.17,7.33,7,8,10,10,7.17,78.42
1227,United States (Hawaii),Pacific,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,7.83,78.33
1228,Guatemala,CentralA,7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,78.33
1229,Guatemala,CentralA,7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5,78.33
1230,Mexico,CentralA,7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,78.33
1231,Guatemala,CentralA,7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,7,78.33
1232,United States (Hawaii),Pacific,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,78.25
1233,United States (Hawaii),Pacific,7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,7.25,78.25
1234,Indonesia,Asia,6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,6.83,78.17
1235,Mexico,CentralA,7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,6.75,78.08
1236,Taiwan,Asia,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25,78
1237,Honduras,CentralA,6.83,7,6.67,7,7,6.83,10,10,10,6.67,78
1238,United States (Hawaii),Pacific,7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,7.33,78
1239,Guatemala,CentralA,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,78
1240,China,Asia,7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,7.17,78
1241,Guatemala,CentralA,7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,78
1242,Mexico,CentralA,7.25,7.33,7,7,7.25,7.08,10,10,8,7.08,78
1243,Colombia,SouthA,7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,7.08,78
1244,Costa Rica,CentralA,7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,77.92
1245,Mexico,CentralA,7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,77.92
1246,Guatemala,CentralA,7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,7.17,77.92
1247,Nicaragua,CentralA,7.42,7,7,7.17,7.08,7,9.33,8.67,10,7.17,77.83
1248,Brazil,SouthA,7,6.75,6.67,6.83,7.08,6.83,10,10,10,6.67,77.83
1249,Guatemala,CentralA,7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,77.83
1250,Taiwan,Asia,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,77.67
1251,United States (Hawaii),Pacific,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58,77.58
1252,Mexico,CentralA,7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,77.5
1253,Guatemala,CentralA,7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,77.42
1254,Brazil,SouthA,7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,77.33
1255,Guatemala,CentralA,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77.33
1256,Mexico,CentralA,7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,77.33
1257,Haiti,CentralA,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,77.25
1258,United States (Hawaii),Pacific,7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75,77.25
1259,Mexico,CentralA,7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,77.17
1260,Peru,SouthA,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,77
1261,India,Asia,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42,76.83
1262,Mexico,CentralA,6.67,6.33,6.42,6.83,7,6.92,10,10,10,6.58,76.75
1263,Guatemala,CentralA,6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,76.5
1264,Mexico,CentralA,7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,76.42
1265,Guatemala,CentralA,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,76.33
1266,Guatemala,CentralA,6.17,6.5,6.5,7.17,7,6.83,10,10,10,6.17,76.33
1267,United States (Hawaii),Pacific,7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08,76.25
1268,United States (Hawaii),Pacific,7.5,7.33,7.33,7.58,7.67,7.25,8,8,8,7.5,76.17
1269,Mexico,CentralA,7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,6.75,76.17
1270,Indonesia,Asia,7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67,76.17
1271,Mexico,CentralA,7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58,76.08
1272,Honduras,CentralA,6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7,76
1273,Philippines,Asia,6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,6.67,75.83
1274,Brazil,SouthA,7.17,7,6.83,7.5,7.17,7,8,8,10,7,75.67
1275,Guatemala,CentralA,7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,75.58
1276,Guatemala,CentralA,6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,6.5,75.58
1277,Mexico,CentralA,7.5,7.25,6.92,7,7.17,6.83,8,8,10,6.83,75.5
1278,Mexico,CentralA,7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,6.58,75.17
1279,Mexico,CentralA,7.25,6.83,6.67,7.08,7.17,6.83,10,6.67,10,6.67,75.17
1280,Mexico,CentralA,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,6.75,75.17
1281,Mexico,CentralA,7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75,75
1282,Mexico,CentralA,7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,6.42,74.92
1283,Mexico,CentralA,7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7,74.83
1284,Guatemala,CentralA,6.75,6.5,6.17,7,7.25,6.75,8,10,10,6.33,74.75
1285,Guatemala,CentralA,6.75,6.67,6.17,7.17,7,6.58,8,10,10,6.42,74.75
1286,Mexico,CentralA,7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,6.75,74.67
1287,United States (Hawaii),Pacific,7.5,7.25,7,7.25,7.42,7.33,8,8.67,6.67,7.33,74.42
1288,Guatemala,CentralA,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6,74.33
1289,Mexico,CentralA,7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,6.67,74.33
1290,Mexico,CentralA,6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,6.5,74
1291,Mexico,CentralA,7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,7.08,73.83
1292,United States (Hawaii),Pacific,7.17,7.17,7.17,7.58,7.67,6.92,9.33,6.67,6.67,7.33,73.67
1293,Brazil,SouthA,7.25,6.58,6.58,7,7,6.42,8,8,10,6.67,73.5
1294,Honduras,CentralA,7,7.17,6.83,7.17,7,7.17,8,8,8,7.08,73.42
1295,Mexico,CentralA,7.08,7.08,6.92,7.08,6.92,6.92,8,8,8,6.92,72.92
1296,Colombia,SouthA,8,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,7.33,72.83
1297,United States (Hawaii),Pacific,6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,6.92,72.58
1298,Haiti,CentralA,6.92,6.75,7.08,7.17,7.33,6.67,10,5.33,8.67,6.42,72.33
1299,Costa Rica,CentralA,6.33,6.5,6.33,6.83,6.33,6.5,10,6.67,10,6.25,71.75
1300,Mexico,CentralA,6.92,6.92,6.92,6.92,7.17,7,10,2.67,10,6.58,71.08
1301,Mexico,CentralA,6.5,6.67,6.42,7.17,7.33,6.5,8,6,10,6.42,71
1302,Mexico,CentralA,6.92,7,6.83,6.92,7.42,6.92,6,6,10,6.75,70.75
1303,Brazil,SouthA,7,7,6.83,7,7.33,6.83,6,6,10,6.67,70.67
1304,Honduras,CentralA,6.67,6.5,6.17,6.67,6.83,6.17,8,8,8,6.33,69.33
1305,Honduras,CentralA,7,6.17,6.17,6.67,6.5,6.17,8,8,8,6.5,69.17
1306,Honduras,CentralA,7,6.33,6.17,6.5,6.67,6.17,8,8,8,6.33,69.17
1307,Mexico,CentralA,7.08,6.83,6.25,7.42,7.25,6.75,10,0,10,6.75,68.33
1308,Haiti,CentralA,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6,6,6.42,67.92
1309,Nicaragua,CentralA,7.25,6.58,6.33,6.25,6.42,6.08,6,6,6,6.17,63.08
1310,Guatemala,CentralA,7.5,6.67,6.67,7.67,7.33,6.67,8,1.33,1.33,6.67,59.83
